RespondentID,Do you celebrate Thanksgiving?,What is typically the main dish at your Thanksgiving dinner?,Sides dishes - Brussel sprouts,Sides dishes - Carrots,Sides dishes - Cauliflower,Sides dishes - Corn,Sides dishes - Cornbread,Sides dishes - Fruit salad,Sides dishes - Green beans/green bean casserole,Sides dishes - Macaroni and cheese,Sides dishes - Mashed potatoes,Sides dishes - Rolls/biscuits,Sides dishes - Squash,Sides dishes - Vegetable salad,Sides dishes - Yams/sweet potato casserole,Sides dishes - Other,How far will you travel for Thanksgiving?,US Region
4336643722,Yes,Turkey,,,,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,Thanksgiving is out of town and far away--I have to drive several hours or fly,West South Central
4336643107,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336640736,Yes,Turkey,,Carrots,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,South Atlantic
4336640541,Yes,Turkey,,,,Corn,,,,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,South Atlantic
4336639517,Yes,Turkey,,,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,Other,Thanksgiving is local--it will take place in the town I live in,South Atlantic
4336638494,Yes,Turkey,,,,,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town and far away--I have to drive several hours or fly,Middle Atlantic
4336637202,Yes,Turkey,,Carrots,,Corn,,,,,Mashed potatoes,Rolls/biscuits,Squash,,,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,New England
4336636152,Yes,Turkey,,,Cauliflower,,,,,,Mashed potatoes,,,Vegetable salad,,,Thanksgiving is local--it will take place in the town I live in,Middle Atlantic
4336634372,Yes,Turkey,,,,,Cornbread,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,West South Central
4336626273,Yes,Turkey,,,,,,,Green beans/green bean casserole,,,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,West North Central
4336625061,Yes,Turkey,Brussel sprouts,,,,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336623766,Yes,Turkey,,,,Corn,,,,,,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336620413,Yes,Turkey,Brussel sprouts,,Cauliflower,Corn,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,South Atlantic
4336618877,Yes,Turkey,,,,Corn,,Fruit salad,,Macaroni and cheese,Mashed potatoes,,,,,,Thanksgiving is local--it will take place in the town I live in,South Atlantic
4336618002,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,New England
4336614170,Yes,Turkey,Brussel sprouts,Carrots,Cauliflower,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town and far away--I have to drive several hours or fly,South Atlantic
4336612504,Yes,Turkey,,,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,East North Central
4336611982,Yes,Ham/Pork,,,,,,,Green beans/green bean casserole,,,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,South Atlantic
4336611199,Yes,Turkey,,,,,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,Other,Thanksgiving is local--it will take place in the town I live in,East South Central
4336603089,Yes,Turkey,Brussel sprouts,Carrots,,Corn,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,New England
4336602707,Yes,Turkey,,Carrots,,,,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,,,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,West South Central
4336601397,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,,,,,,Thanksgiving is happening at my home--I won't travel at all,West North Central
4336596402,Yes,Turkey,Brussel sprouts,,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,Other,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Mountain
4336594873,Yes,Turkey,,,,Corn,,,,Macaroni and cheese,,Rolls/biscuits,Squash,,,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,South Atlantic
4336594744,Yes,Turkey,,,,,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,South Atlantic
4336594299,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,East North Central
4336593880,Yes,Turkey,,Carrots,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,New England
4336592653,Yes,Turkey,,,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,Other,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336586686,Yes,Turkey,,Carrots,,,Cornbread,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,West South Central
4336581703,Yes,Turkey,Brussel sprouts,Carrots,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town and far away--I have to drive several hours or fly,New England
4336580777,Yes,Turkey,,,,Corn,,,,Macaroni and cheese,,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,South Atlantic
4336574897,Yes,Turkey,,,,,Cornbread,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,Other,Thanksgiving is local--it will take place in the town I live in,South Atlantic
4336574336,Yes,Turkey,,,,,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,East North Central
4336574124,Yes,Turkey,,,,,,,Green beans/green bean casserole,,,,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,West North Central
4336570007,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336559810,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is local--it will take place in the town I live in,West North Central
4336557451,Yes,Turkey,Brussel sprouts,Carrots,Cauliflower,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336554350,Yes,Turkey,,,Cauliflower,Corn,,,,,Mashed potatoes,Rolls/biscuits,Squash,,,,Thanksgiving is happening at my home--I won't travel at all,New England
4336549169,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,East North Central
4336548962,Yes,Turkey,,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,West South Central
4336547916,Yes,Turkey,Brussel sprouts,,,,,,,,Mashed potatoes,,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,South Atlantic
4336547275,Yes,Turkey,Brussel sprouts,Carrots,,Corn,Cornbread,Fruit salad,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336546028,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,West South Central
4336544071,Yes,Turkey,,,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town and far away--I have to drive several hours or fly,West South Central
4336543220,Yes,Turkey,,Carrots,,,,Fruit salad,Green beans/green bean casserole,,,Rolls/biscuits,,,,,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336541332,Yes,Other,,,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,South Atlantic
4336540513,Yes,Turkey,Brussel sprouts,,,,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,Middle Atlantic
4336535098,Yes,Turkey,,,,,,Fruit salad,,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336533400,Yes,Turkey,,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,West South Central
4336527571,Yes,Turkey,,,,Corn,,Fruit salad,Green beans/green bean casserole,,,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,East North Central
4336527545,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336524165,Yes,Other,,,,Corn,,,,,Mashed potatoes,,,,,Other,Thanksgiving is local--it will take place in the town I live in,Middle Atlantic
4336522973,Yes,Turkey,,,,,,,,,Mashed potatoes,,,,,,Thanksgiving is local--it will take place in the town I live in,
4336520950,Yes,Turkey,Brussel sprouts,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336518573,Yes,Turkey,,,,Corn,Cornbread,,,Macaroni and cheese,,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,East North Central
4336516793,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,,,,,,Thanksgiving is happening at my home--I won't travel at all,New England
4336512650,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town and far away--I have to drive several hours or fly,East North Central
4336510658,Yes,Turkey,,,,,,Fruit salad,Green beans/green bean casserole,,,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,West South Central
4336509936,Yes,Other,,,,,,,,,,,,,,Other,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336505029,Yes,Roast beef,,Carrots,Cauliflower,,,,,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336500591,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,New England
4336498949,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,,Squash,,,,Thanksgiving is local--it will take place in the town I live in,East North Central
4336497964,Yes,Turkey,,,,,,Fruit salad,,,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,Middle Atlantic
4336497833,Yes,Turkey,Brussel sprouts,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336496891,Yes,Turkey,Brussel sprouts,Carrots,,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,,,,Squash,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is out of town and far away--I have to drive several hours or fly,South Atlantic
4336495665,Yes,Turkey,Brussel sprouts,,,,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336490883,Yes,Turkey,,Carrots,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town and far away--I have to drive several hours or fly,South Atlantic
4336490784,Yes,Turkey,Brussel sprouts,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,East North Central
4336490014,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is local--it will take place in the town I live in,Pacific
4336487804,Yes,Turkey,,,,,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is out of town and far away--I have to drive several hours or fly,South Atlantic
4336486285,Yes,Turkey,,,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,West South Central
4336482823,Yes,Turkey,,,,,,,,,,,,,,,,
4336480011,Yes,Turkey,,,,Corn,Cornbread,,,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is happening at my home--I won't travel at all,Pacific
4336479126,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,New England
4336478617,Yes,Other,Brussel sprouts,,,,,,Green beans/green bean casserole,,Mashed potatoes,,,Vegetable salad,,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,East North Central
4336477366,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,Macaroni and cheese,,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,South Atlantic
4336471362,Yes,Other,,Carrots,,,,,Green beans/green bean casserole,,Mashed potatoes,,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,Middle Atlantic
4336471066,Yes,Ham/Pork,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336467288,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,
4336465723,Yes,Turkey,,,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,South Atlantic
4336465404,Yes,Turkey,Brussel sprouts,,,,,,,,Mashed potatoes,,Squash,,,,Thanksgiving is local--it will take place in the town I live in,Middle Atlantic
4336465104,Yes,Ham/Pork,,Carrots,,Corn,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,South Atlantic
